user_id,name,age,gender,city,signup_date,purchase_amount,membership,active
1982,Arjun,22,F,Pune,invalid_date,1200,Bronze,True
996,Sneha,20,M,Pune,,800,silver,True
2318,Sneha,19,,Delhi,10-02-2022,-50,silver,
816,kunal ,,Male,Mumbai,2020-07-15,800,Bronze,
456,,18,M,,invalid_date,500,silver,
1276,Sneha,,m,Mumbai,invalid_date,,Silver,True
1017,Kunal,18,m,Mumbai,2020-07-15,1200,Bronze,
2344,Pooja,150,,Mumbai,,-50,Bronze,True
338,Kunal,23,Male,Delhi ,2020-07-15,300,Gold,False
879,Pooja,150,Male,,2022-01-10,0,Gold ,True
1077,kunal ,20,Male,,2021/12/05,0,Bronze,False
792,Pooja,20,F,Pune,,100,,
2265,Sneha,18,M,,2019-03-20,0,Gold,True
764,Arjun,21,m,Pune,10-02-2022,500,silver,
2236,Pooja,19,M,Delhi,2019-03-20,0,Gold ,
380,Kunal,,M,Pune,invalid_date,500,Gold ,False
493,,20,M,Mumbai,10-02-2022,300,silver,
1181,Sneha,150,Male,Bangalore,,,Silver,True
2063,,150,,Bangalore,2022-01-10,500,Gold,
65,Aman ,,,Delhi ,2019-03-20,300,Bronze,False
1368,Aman ,23,Male,Mumbai,2022-01-10,300,Gold,False
1153,Kunal,18,m,Pune,2022-01-10,300,silver,
2028,Aman ,,m,Mumbai,,500,silver,False
1496,,18,m,Delhi ,2019-03-20,-50,,
1163,kunal ,20,,,2019-03-20,300,Silver,False
1523,Sneha,22,,Pune,,,Gold ,
392,,,M,Mumbai,,-50,Gold ,
1699,Kunal,,Male,,10-02-2022,500,silver,True
419,,150,F,Delhi ,invalid_date,,Gold,True
2337,Kunal,,M,,invalid_date,1200,Gold ,
379,,20,FEMALE,Pune,,,,True
1797,Aman ,22,,Delhi ,2020-07-15,300,,True
2279,Aman ,,M,Delhi ,2022-01-10,500,Bronze,False
2089,Pooja,18,Male,Delhi ,invalid_date,500,Bronze,True
2183,Riya,,FEMALE,Delhi,2021/12/05,-50,Gold,False
201,Kunal,150,M,Delhi ,,500,Silver,True
1864,Pooja,18,Male,Delhi,,100,Bronze,True
780,Sneha,23,Male,,10-02-2022,-50,Gold,
503,Pooja,18,,Delhi,,-50,Gold,True
2455,Aman,19,F,,10-02-2022,100,silver,
1752,Aman ,22,M,Delhi,2020-07-15,300,Gold ,
805,Aman,19,Male,,2020-07-15,0,silver,
2147,Kunal,18,m,,,1200,Gold ,
1896,,23,Male,Delhi ,2022-01-10,0,Silver,True
1571,,,F,Delhi ,10-02-2022,300,Silver,
961,Sneha,,Male,,10-02-2022,800,Silver,True
1486,Pooja,,,Delhi ,2021/12/05,800,Gold,True
1029,,23,M,,2022-01-10,,Gold,False
503,,20,,Delhi ,2022-01-10,1200,silver,False
398,,18,M,Bangalore,invalid_date,-50,Bronze,False
871,Sneha,19,FEMALE,Delhi,2020-07-15,1200,,
393,kunal ,22,M,,invalid_date,1200,Gold ,True
207,Aman ,22,FEMALE,Mumbai,2022-01-10,100,Gold ,True
1039,Pooja,18,,Delhi ,,100,Silver,
1882,Kunal,18,m,Delhi ,2021/12/05,800,Gold ,False
1485,Arjun,,F,Pune,,1200,gold,False
864,Arjun,19,m,Mumbai,,,Silver,True
564,Arjun,150,FEMALE,Mumbai,2022-01-10,500,,True
1021,,21,Male,Bangalore,invalid_date,0,Gold ,True
96,kunal ,150,Male,Delhi,2019-03-20,800,silver,False
1924,kunal ,,m,Bangalore,,1200,Gold ,True
1758,Pooja,22,Male,Delhi,,500,Gold,False
2279,Pooja,18,FEMALE,,2019-03-20,1200,silver,False
1679,kunal ,21,,Bangalore,2021/12/05,-50,silver,False
541,Sneha,20,F,Pune,2020-07-15,300,silver,
1060,Pooja,22,M,Delhi,10-02-2022,500,gold,
1184,Sneha,23,FEMALE,Bangalore,2022-01-10,-50,gold,True
1723,Aman,19,FEMALE,Pune,invalid_date,0,Gold ,False
1820,,150,M,Mumbai,2020-07-15,300,Silver,True
1598,Aman ,20,M,Delhi ,invalid_date,-50,Gold ,False
796,Pooja,18,F,,2020-07-15,100,Gold ,True
1052,kunal ,20,F,,2022-01-10,800,Gold ,True
1644,,,F,Mumbai,10-02-2022,1200,,
1364,,23,Male,Bangalore,2022-01-10,800,Gold,
1982,Riya,23,FEMALE,Delhi ,10-02-2022,0,silver,
1355,kunal ,21,,Mumbai,invalid_date,1200,Bronze,
1664,Aman ,,M,Pune,2021/12/05,300,,False
1530,kunal ,22,FEMALE,Delhi ,10-02-2022,500,Silver,True
2039,Pooja,150,FEMALE,Delhi,2020-07-15,500,Silver,True
1497,Kunal,,F,Bangalore,2021/12/05,1200,silver,False
2238,Aman,22,F,Delhi ,invalid_date,300,Silver,False
1409,Sneha,22,FEMALE,Delhi,2019-03-20,1200,silver,True
1401,Kunal,21,F,Mumbai,2021/12/05,1200,Silver,
1307,Aman,23,Male,,10-02-2022,,Gold ,
973,Kunal,19,M,Delhi ,2021/12/05,-50,Gold,
1769,Sneha,20,FEMALE,Delhi ,invalid_date,1200,,False
1283,,18,M,Delhi,2021/12/05,500,,True
710,kunal ,19,Male,Delhi,invalid_date,,Silver,False
1480,Kunal,19,F,,2019-03-20,0,,True
1435,Pooja,,m,Delhi,10-02-2022,1200,Silver,
649,Aman ,,Male,Delhi,,500,Bronze,
318,Arjun,19,m,Delhi ,2020-07-15,100,,
1258,Pooja,23,M,,2021/12/05,300,Gold,True
684,Sneha,22,FEMALE,,,100,,
664,Aman ,20,F,Delhi ,2022-01-10,1200,Gold ,True
1999,Pooja,22,Male,Mumbai,2020-07-15,500,Gold,False
1632,,22,F,Mumbai,2021/12/05,300,,
1496,kunal ,22,m,Delhi ,2020-07-15,800,Gold,False
1137,Aman ,20,m,Delhi,,300,,False
1854,,20,,Bangalore,2022-01-10,300,Silver,True
1521,Pooja,21,FEMALE,Mumbai,2020-07-15,,gold,False
2490,Aman,150,m,Mumbai,,1200,Silver,True
564,Riya,19,FEMALE,Delhi ,2020-07-15,-50,silver,True
1292,Aman,21,,Delhi ,2022-01-10,100,,False
1637,kunal ,21,Male,Bangalore,2022-01-10,100,Bronze,True
699,Aman ,18,,Bangalore,2022-01-10,,Gold,True
2161,Aman ,,FEMALE,,2019-03-20,800,silver,True
2,kunal ,18,m,Delhi ,invalid_date,1200,Gold ,False
642,,,M,Mumbai,invalid_date,300,silver,True
2268,Riya,150,FEMALE,Pune,,-50,gold,
1590,Pooja,,F,Pune,2022-01-10,0,,False
855,Sneha,,M,Delhi,,100,Gold,False
1760,Aman,22,FEMALE,Mumbai,invalid_date,100,Silver,True
2433,Aman,,F,Pune,2020-07-15,500,Gold,False
1662,Arjun,20,,Mumbai,2022-01-10,300,Bronze,
1154,Riya,150,M,Delhi ,2021/12/05,1200,Gold,False
1077,Sneha,21,FEMALE,Mumbai,2022-01-10,100,silver,False
1708,Aman,22,Male,Pune,2022-01-10,,silver,False
1696,Sneha,,,Mumbai,invalid_date,-50,Silver,True
1734,Pooja,150,F,Bangalore,,,Silver,
1440,Aman ,21,Male,Delhi,10-02-2022,,Silver,
2295,Sneha,23,m,,2020-07-15,,Gold ,
836,Aman,150,,Pune,invalid_date,1200,,False
203,,,,Delhi ,,300,Bronze,
123,Riya,21,FEMALE,,,,Gold ,True
401,kunal ,20,FEMALE,Delhi,2020-07-15,300,Gold ,False
767,Kunal,,F,Bangalore,,100,Gold ,True
294,,18,,Bangalore,2021/12/05,800,Gold,False
2328,,,FEMALE,Bangalore,2019-03-20,1200,gold,True
198,Kunal,18,m,Bangalore,10-02-2022,,,False
1931,Sneha,19,FEMALE,Pune,2021/12/05,,Gold,True
2192,Riya,,,Pune,2021/12/05,1200,Silver,
609,Sneha,,M,Mumbai,2020-07-15,500,Bronze,False
1148,kunal ,150,Male,Delhi ,10-02-2022,-50,Gold ,False
187,Riya,20,,Mumbai,2020-07-15,300,Gold,True
1795,Kunal,150,m,Delhi ,2019-03-20,300,,True
660,Sneha,23,,Delhi,,100,silver,True
1956,Arjun,19,m,Mumbai,2020-07-15,100,,False
2451,Aman,20,,Delhi,2022-01-10,100,Gold ,True
1370,,22,Male,Delhi,2020-07-15,500,,
1987,Aman ,21,Male,Delhi,,-50,Gold,True
1535,,19,m,Bangalore,2022-01-10,,silver,True
147,kunal ,21,,,2021/12/05,800,Gold,True
1735,Sneha,,Male,,2019-03-20,100,Gold,
1844,Pooja,22,F,Pune,,100,Gold ,True
489,Riya,22,,Delhi,invalid_date,0,Gold,True
1960,Sneha,20,Male,Bangalore,2022-01-10,-50,Silver,False
1664,Riya,,M,Mumbai,2019-03-20,100,,False
2386,Aman ,23,M,Mumbai,2020-07-15,500,silver,True
641,Arjun,19,F,Pune,invalid_date,1200,Bronze,False
1803,,19,Male,Pune,2020-07-15,800,gold,True
1970,Aman,,M,Delhi,,1200,,True
2199,Aman ,150,,Delhi,2021/12/05,,Gold ,
1439,Aman ,,FEMALE,Mumbai,,0,silver,True
1635,,23,Male,Mumbai,,300,Silver,False
263,Aman ,22,F,Mumbai,,300,silver,False
1788,Pooja,18,Male,Mumbai,2020-07-15,100,Bronze,False
2192,Pooja,23,m,,2022-01-10,0,Gold ,False
2394,,23,m,Delhi,2021/12/05,1200,silver,True
624,,20,M,Delhi,2019-03-20,500,,
1017,Pooja,20,m,Mumbai,2021/12/05,800,Silver,
881,Kunal,20,F,Bangalore,2019-03-20,-50,Gold ,True
2050,Arjun,20,M,Mumbai,10-02-2022,1200,Silver,False
1328,Riya,150,F,Delhi ,2022-01-10,0,Gold ,
2302,Arjun,19,,Pune,2022-01-10,,gold,
453,kunal ,19,F,Delhi ,2019-03-20,0,Bronze,True
1184,Aman ,20,m,Bangalore,2020-07-15,-50,gold,False
2057,Aman,150,,Pune,invalid_date,1200,,
1683,Aman ,20,m,Bangalore,2020-07-15,,,True
2256,Arjun,150,F,Pune,10-02-2022,800,,
1155,Pooja,,m,Mumbai,2019-03-20,1200,Gold,
404,,21,m,Mumbai,10-02-2022,1200,,False
2200,kunal ,150,m,Bangalore,2019-03-20,800,Silver,False
2102,Pooja,,Male,Pune,10-02-2022,500,gold,
1697,Arjun,,,,2019-03-20,-50,Silver,False
628,,,,Bangalore,2022-01-10,0,Gold ,
587,Aman,,,Bangalore,10-02-2022,800,Silver,
1649,Arjun,22,F,Delhi ,10-02-2022,100,Gold,
1444,Riya,22,FEMALE,Delhi,2019-03-20,100,Silver,True
1446,Sneha,20,F,Bangalore,2021/12/05,100,Gold ,False
104,,22,,,2021/12/05,100,Gold ,False
254,Arjun,,M,Mumbai,2022-01-10,,gold,
1497,Pooja,22,m,Pune,2020-07-15,-50,,False
99,Riya,21,m,Delhi,2020-07-15,300,Bronze,
2201,Kunal,,FEMALE,Pune,2022-01-10,500,silver,False
1885,,150,M,Mumbai,2020-07-15,300,gold,False
1920,Riya,23,Male,Bangalore,invalid_date,1200,Gold,
878,Pooja,22,F,Delhi ,invalid_date,1200,silver,False
338,Arjun,22,Male,,invalid_date,800,Silver,
957,Aman ,19,M,Delhi,,100,gold,True
1705,Aman,21,FEMALE,,,,silver,
161,Aman ,,M,,invalid_date,,,False
1604,Sneha,,FEMALE,,2019-03-20,800,,True
398,Riya,18,Male,,2021/12/05,1200,gold,True
1301,Sneha,19,Male,Mumbai,2022-01-10,100,,
816,Aman,22,M,,2019-03-20,-50,Silver,True
1528,Riya,,M,Delhi ,invalid_date,0,Gold ,
1920,,150,m,,2022-01-10,500,gold,False
1416,Pooja,22,FEMALE,Mumbai,2021/12/05,1200,Gold,
1159,Riya,18,m,Pune,2020-07-15,0,silver,True
1219,Pooja,23,F,Mumbai,2019-03-20,800,silver,
401,Aman ,,F,Delhi ,2021/12/05,0,silver,
640,kunal ,150,M,Delhi ,2022-01-10,800,gold,False
460,,19,Male,Bangalore,10-02-2022,1200,Silver,
955,kunal ,22,F,Mumbai,2019-03-20,300,gold,False
470,Arjun,21,F,Pune,,,gold,True
1046,,,m,Bangalore,2022-01-10,-50,,True
1694,,18,m,Bangalore,2022-01-10,-50,Gold ,
2086,Kunal,23,F,Delhi,,,silver,
2278,,20,M,,2021/12/05,500,Silver,True
563,Aman,,m,Bangalore,2022-01-10,-50,Bronze,True
2486,kunal ,22,F,Bangalore,2019-03-20,0,Silver,True
1800,Aman ,23,Male,Delhi ,invalid_date,-50,,
2075,Pooja,,m,Pune,,0,gold,True
226,Arjun,,F,Bangalore,2019-03-20,1200,Gold,
798,,,FEMALE,Pune,,-50,Silver,True
2332,Arjun,,m,,2022-01-10,1200,silver,True
960,Aman ,21,FEMALE,Delhi ,2021/12/05,-50,Gold,
1505,Arjun,23,m,Delhi,2019-03-20,,Bronze,False
453,Aman ,22,m,Delhi,10-02-2022,800,Bronze,
816,,22,,,invalid_date,100,Gold,False
659,Aman ,21,,,,100,,
547,,19,FEMALE,Delhi ,2020-07-15,100,Bronze,False
1216,Kunal,23,M,Delhi ,2021/12/05,800,Gold,False
17,Kunal,,F,Mumbai,2021/12/05,100,gold,False
1244,Aman ,18,M,Bangalore,2020-07-15,,Gold,
2206,Kunal,150,M,Bangalore,2020-07-15,1200,gold,
1070,Pooja,23,,Bangalore,2019-03-20,300,,
2147,Pooja,20,F,Pune,2022-01-10,300,silver,False
1769,Kunal,18,,Mumbai,2022-01-10,-50,silver,False
1061,Kunal,21,,Bangalore,10-02-2022,300,Bronze,
2328,,,,Pune,invalid_date,100,Gold ,
302,,19,Male,Pune,,300,Gold ,True
181,,20,M,Delhi,2022-01-10,0,Gold,True
607,Aman ,19,M,Pune,10-02-2022,100,,True
700,Sneha,19,M,,10-02-2022,0,gold,True
993,Sneha,,Male,Delhi ,2021/12/05,1200,silver,True
1140,Kunal,20,m,Pune,2021/12/05,0,,
191,Arjun,150,FEMALE,,invalid_date,1200,silver,False
2301,Kunal,,FEMALE,,2019-03-20,800,silver,False
981,,20,Male,Delhi,2020-07-15,800,Bronze,
2007,,19,M,Delhi,2020-07-15,-50,silver,
1185,Kunal,,FEMALE,Pune,invalid_date,0,Gold ,
128,kunal ,20,Male,Delhi,10-02-2022,500,Silver,True
2066,Arjun,150,,Delhi,invalid_date,1200,Bronze,True
1817,kunal ,18,F,Delhi ,2020-07-15,,Gold,True
1759,,23,FEMALE,Bangalore,10-02-2022,100,Silver,
570,,,F,Pune,2020-07-15,500,Bronze,
1347,Pooja,20,M,Pune,2019-03-20,1200,,False
1896,Riya,150,FEMALE,Pune,2021/12/05,100,Bronze,
626,kunal ,23,Male,Delhi,2021/12/05,1200,gold,True
1687,Pooja,,m,Delhi ,10-02-2022,1200,Silver,False
155,,20,FEMALE,Delhi,invalid_date,,Silver,
1410,Aman,20,FEMALE,,2020-07-15,100,Gold ,False
785,Arjun,21,FEMALE,Mumbai,2022-01-10,1200,Silver,False
246,Aman,20,FEMALE,Mumbai,2019-03-20,,silver,
1501,Aman ,,Male,Mumbai,2020-07-15,1200,Gold ,True
1706,,21,Male,Bangalore,,1200,,True
538,,23,m,Delhi,2022-01-10,-50,silver,False
1891,Aman,,Male,,2019-03-20,800,Gold ,
1842,kunal ,,Male,,2019-03-20,300,Gold,
921,Riya,22,M,Mumbai,2021/12/05,1200,,True
2456,kunal ,22,M,Delhi ,10-02-2022,-50,Gold ,
525,Aman,23,F,Bangalore,2020-07-15,,Gold,
1530,Aman ,150,m,Bangalore,2019-03-20,100,Gold ,False
36,kunal ,150,M,Mumbai,2020-07-15,0,Gold,
685,Sneha,21,m,Mumbai,2019-03-20,1200,silver,
20,kunal ,23,m,Delhi,invalid_date,-50,,
2369,,150,FEMALE,Delhi ,2021/12/05,800,,True
400,Pooja,22,,Bangalore,10-02-2022,-50,Gold ,True
972,Arjun,22,,,2022-01-10,800,gold,False
1907,kunal ,19,,Mumbai,2022-01-10,0,Gold ,True
1167,Riya,150,m,Delhi,invalid_date,1200,Gold,True
1116,Riya,23,FEMALE,,,500,,True
834,kunal ,18,F,Bangalore,2021/12/05,0,Bronze,True
1824,Kunal,21,F,Mumbai,2019-03-20,300,silver,False
1983,,20,,Delhi ,2021/12/05,100,gold,
854,kunal ,20,F,Mumbai,10-02-2022,-50,Bronze,
51,,150,FEMALE,Delhi ,2022-01-10,100,Bronze,
575,Sneha,21,,Delhi,2020-07-15,100,silver,False
1149,Aman,,FEMALE,Delhi,2022-01-10,,Gold ,True
2198,Sneha,,F,Bangalore,,,Silver,False
2362,kunal ,20,,Delhi ,,100,gold,False
2353,Riya,22,FEMALE,Mumbai,,800,Gold ,False
1716,Kunal,21,Male,Delhi,,-50,silver,
682,Aman ,23,Male,Mumbai,10-02-2022,,Silver,True
838,,21,FEMALE,Bangalore,2019-03-20,300,silver,
1078,Pooja,,FEMALE,Delhi ,2021/12/05,1200,silver,False
2492,,20,M,Mumbai,2022-01-10,1200,Bronze,False
2312,,22,M,,,500,,
1596,Arjun,18,m,Mumbai,2022-01-10,1200,Gold ,
5,kunal ,23,,Pune,,,silver,
1127,Sneha,22,m,Pune,2020-07-15,300,Gold ,True
1220,Pooja,,m,Bangalore,2021/12/05,1200,Silver,
774,Riya,,F,Bangalore,2020-07-15,800,Bronze,True
877,Riya,,Male,Bangalore,2020-07-15,0,Silver,True
992,Riya,,F,,,1200,Silver,
47,Aman ,20,,Delhi ,2019-03-20,100,Bronze,False
269,,21,FEMALE,,2022-01-10,100,Gold ,False
370,Riya,21,M,Mumbai,invalid_date,0,Silver,True
636,Riya,22,,Delhi,2021/12/05,100,Gold,True
1130,kunal ,,FEMALE,Delhi ,2019-03-20,100,Gold ,True
1694,,,,Pune,invalid_date,800,,False
1683,Kunal,18,FEMALE,Pune,2019-03-20,800,,True
657,Kunal,,M,Pune,,800,silver,True
120,,18,FEMALE,Mumbai,,,Bronze,False
831,Arjun,19,m,Mumbai,2019-03-20,1200,,
1811,Aman ,150,,Bangalore,10-02-2022,0,Bronze,False
1082,Pooja,,M,Delhi,10-02-2022,100,Gold ,
1975,,18,FEMALE,Bangalore,2019-03-20,500,Gold,
1370,kunal ,20,m,Mumbai,10-02-2022,0,Gold,True
741,Aman,150,m,,2021/12/05,500,Gold,True
117,Kunal,,Male,Bangalore,2022-01-10,100,Gold,
1854,,,m,Delhi ,invalid_date,300,gold,True
1151,Pooja,,F,Mumbai,,0,Bronze,
1932,,,M,Mumbai,2021/12/05,,Silver,True
1013,,20,M,,2022-01-10,1200,Bronze,False
1665,Pooja,,M,,10-02-2022,500,,
1082,Kunal,18,FEMALE,,invalid_date,0,Bronze,
634,Riya,,,Delhi,2021/12/05,0,Bronze,True
513,,150,FEMALE,Delhi ,2020-07-15,800,Gold,False
1120,Aman,,F,Mumbai,,300,Gold,True
1142,Kunal,18,,,2019-03-20,800,gold,False
560,Sneha,23,m,Delhi,,300,Gold ,True
488,Aman,150,FEMALE,Pune,2022-01-10,300,Bronze,
897,Arjun,22,,Delhi ,2022-01-10,1200,silver,False
1213,Aman ,22,m,Pune,2020-07-15,0,Gold ,False
704,Kunal,150,,Pune,2020-07-15,800,,True
1471,Riya,20,m,Mumbai,2019-03-20,,gold,False
581,Kunal,23,,Delhi,10-02-2022,800,,True
2295,,150,FEMALE,Delhi,,500,Gold,False
154,Pooja,18,FEMALE,Pune,2021/12/05,0,,True
1680,,19,F,Delhi ,2021/12/05,100,Bronze,True
997,Pooja,21,Male,Bangalore,2021/12/05,100,Gold,True
1244,Pooja,,M,Pune,10-02-2022,500,Gold ,
1093,Kunal,23,FEMALE,Mumbai,,300,Silver,False
1009,,18,FEMALE,Pune,,,Gold,
2142,,22,m,Delhi ,2019-03-20,500,Gold,
1774,,150,Male,Delhi ,2021/12/05,500,gold,
958,Pooja,23,FEMALE,Pune,2022-01-10,800,Silver,
453,Arjun,,,Delhi,2022-01-10,500,Gold ,False
1228,Aman ,,Male,Pune,2022-01-10,-50,silver,False
2266,,21,M,,2020-07-15,,silver,
2480,Arjun,22,,,2020-07-15,300,silver,False
2389,kunal ,150,m,Bangalore,10-02-2022,100,Bronze,False
551,kunal ,,F,Mumbai,2021/12/05,1200,silver,True
1636,Aman,22,,Mumbai,2020-07-15,,Bronze,False
1313,Pooja,,M,Delhi,2022-01-10,,Gold ,
1758,,21,,Mumbai,2020-07-15,0,Gold ,False
357,Kunal,21,Male,Bangalore,,500,Gold,
2071,,,Male,,2022-01-10,0,silver,False
1786,,18,M,Delhi,2021/12/05,500,gold,
1782,Riya,,Male,Delhi ,,-50,Gold ,False
2490,,22,,,10-02-2022,0,Silver,False
1632,Aman,18,F,Bangalore,2019-03-20,800,Silver,False
1016,Arjun,21,,Delhi,2019-03-20,800,Gold ,
1349,kunal ,19,F,Pune,,0,Gold,True
516,,21,Male,Mumbai,2022-01-10,500,,
336,,,,Bangalore,2020-07-15,-50,Silver,False
1783,Riya,22,Male,Delhi,2020-07-15,-50,Silver,
2306,,18,F,,2022-01-10,500,,False
497,Kunal,150,Male,Delhi,2021/12/05,300,Gold,False
896,,18,FEMALE,Pune,,100,,True
2208,Kunal,,m,Bangalore,2022-01-10,,Gold,False
852,Aman ,20,,Delhi,2021/12/05,,Gold,False
1688,,20,FEMALE,Delhi ,10-02-2022,100,gold,False
1932,Riya,23,Male,Bangalore,10-02-2022,-50,Gold,True
2428,Sneha,23,Male,Bangalore,,1200,Gold,
1569,Pooja,23,m,,2022-01-10,100,Gold,True
957,kunal ,18,Male,Mumbai,10-02-2022,1200,Gold ,
1637,Arjun,22,m,Delhi ,2020-07-15,800,silver,False
1292,kunal ,23,,Pune,2021/12/05,,Gold ,
1441,Arjun,,F,Delhi,2019-03-20,1200,silver,
1192,Aman ,18,m,Mumbai,2019-03-20,1200,gold,
1067,,22,m,,10-02-2022,100,gold,
285,Aman,20,FEMALE,Mumbai,2021/12/05,-50,Silver,False
2445,,19,Male,Bangalore,2020-07-15,500,,True
12,Sneha,,,Bangalore,2019-03-20,-50,,
1631,Arjun,150,F,Pune,2020-07-15,800,Gold ,False
754,Pooja,150,M,Delhi ,2020-07-15,300,silver,False
2083,Arjun,22,m,Delhi,2019-03-20,1200,gold,False
90,Aman,,M,Delhi,2019-03-20,1200,gold,False
776,kunal ,22,Male,,10-02-2022,0,Gold ,
1626,Riya,19,m,Pune,,1200,Silver,True
418,kunal ,20,M,Delhi,2021/12/05,-50,Gold,False
115,Aman ,21,FEMALE,Delhi ,2022-01-10,500,Bronze,True
617,Riya,22,M,Bangalore,2021/12/05,300,Silver,True
826,kunal ,20,FEMALE,Pune,2022-01-10,-50,,True
1650,Pooja,150,F,Mumbai,2019-03-20,0,,False
1517,kunal ,22,Male,Pune,2020-07-15,-50,Bronze,False
413,Pooja,22,,Pune,2021/12/05,100,Silver,False
729,Pooja,23,M,Delhi ,2020-07-15,800,Silver,True
676,Riya,150,m,Delhi ,2021/12/05,500,Gold,False
1893,,,Male,Delhi,,300,gold,False
2240,Kunal,,M,,invalid_date,800,silver,True
1123,,21,m,,2021/12/05,100,Silver,False
1572,Arjun,22,m,Delhi ,2020-07-15,800,Gold,
978,Kunal,22,,Delhi,invalid_date,0,,
1009,Aman,,,Delhi,10-02-2022,1200,Bronze,
2144,,,m,Delhi,,1200,Gold ,
1688,Kunal,150,,Delhi ,2019-03-20,500,,True
37,Riya,22,m,,10-02-2022,800,Gold ,False
1549,Aman,20,M,Delhi,10-02-2022,-50,gold,
2327,Sneha,18,F,Delhi ,2021/12/05,1200,Gold ,
2265,,,,Mumbai,2019-03-20,500,Silver,False
873,Kunal,22,FEMALE,Mumbai,,500,Bronze,True
1822,Aman,,FEMALE,Bangalore,invalid_date,0,Silver,
1297,Sneha,21,FEMALE,Mumbai,2021/12/05,500,Gold ,False
2110,kunal ,22,F,Pune,2022-01-10,100,silver,False
596,Aman,21,m,Bangalore,2021/12/05,-50,,
1904,Riya,19,m,Mumbai,invalid_date,1200,Gold ,
729,kunal ,18,Male,Pune,2020-07-15,1200,silver,False
1366,Riya,,FEMALE,Mumbai,,300,Gold ,False
397,Kunal,21,FEMALE,Delhi ,,100,gold,
699,,22,m,Pune,2021/12/05,1200,Bronze,
2225,Kunal,23,FEMALE,Delhi,2022-01-10,0,silver,
1636,kunal ,,m,Delhi ,2021/12/05,1200,Gold,
